WKT,ID,Color,Bateria_Li,Res_NumPla
"MULTILINESTRING Z ((441378.1824 4476472.3592 0,441378.1824 4476496.0486 0))",2317929,Azul,Línea,5
"MULTILINESTRING Z ((442719.3563 4472381.0064 0,442707.7229 4472364.5552 0))",2317932,Azul,Batería,8
"MULTILINESTRING Z ((441425.5198 4476508.3389 0,441412.8505 4476532.6581 0,441409.5012 4476536.1531 0,441395.23 4476547.3661 0))",2317933,Azul,Línea,10
"MULTILINESTRING Z ((442715.2435 4472362.0875 0,442725.2318 4472376.8936 0))",2317934,Azul,Batería,7
"MULTILINESTRING Z ((441376.739 4476414.0995 0,441376.739 4476423.3495 0))",2317935,Azul,Línea,2
"MULTILINESTRING Z ((442708.3105 4472352.5693 0,442714.0684 4472361.0299 0))",2317936,Azul,Batería,4
"MULTILINESTRING Z ((442698.2047 4472337.8807 0,442707.2529 4472351.0417 0))",2317938,Azul,Batería,6
"MULTILINESTRING Z ((442915.831 4472186.7643 0,442927.9345 4472203.4506 0))",2317940,Azul,Línea,4
"MULTILINESTRING Z ((441516.4348 4476335.8867 0,441513.7811 4476340.8706 0))",2317945,Azul,Línea,1
"MULTILINESTRING Z ((442918.3705 4472173.2234 0,442943.6272 4472210.745 0))",2317948,Azul,Línea,9
"MULTILINESTRING Z ((440985.5723 4476139.9094 0,440935.4057 4476132.0761 0))",2317957,Azul,Línea,9
"MULTILINESTRING Z ((442736.3951 4472392.9923 0,442737.8052 4472395.1075 0))",2317966,Azul,Batería,1
"MULTILINESTRING Z ((440780.8766 4476146.3852 0,440776.3738 4476160.0812 0))",2317969,Azul,Línea,3
"MULTILINESTRING Z ((443432.3439 4474628.4629 0,443475.7409 4474613.592 0))",2317974,Azul,Línea,9
"MULTILINESTRING Z ((443245.3891 4474507.9884 0,443247.8133 4474540.7591 0))",2317982,Azul,Línea,7
"MULTILINESTRING Z ((441572.1557 4476073.3495 0,441569.4057 4476090.9745 0))",2317983,Azul,Línea,4
"MULTILINESTRING Z ((443250.3272 4474574.6072 0,443248.4418 4474548.3009 0))",2317984,Azul,Línea,5
"MULTILINESTRING Z ((443250.5256 4474581.487 0,443253.1596 4474618.7582 0))",2317986,Azul,Línea,7
"MULTILINESTRING Z ((441560.9787 4476159.5397 0,441561.562 4476154.873 0))",2317987,Azul,Línea,1
"MULTILINESTRING Z ((441230.989 4476161.6594 0,441235.989 4476161.8261 0))",2317995,Azul,Línea,1
"MULTILINESTRING Z ((443540.0557 4474502.2615 0,443528.3098 4474467.024 0))",2317996,Azul,Línea,7
"MULTILINESTRING Z ((443515.8035 4474434.2371 0,443525.5213 4474459.3343 0))",2317998,Azul,Línea,5
"MULTILINESTRING Z ((443369.9057 4474300.6829 0,443361.1557 4474295.5162 0))",2318004,Azul,Línea,2
"MULTILINESTRING Z ((443313.989 4474249.5162 0,443318.4057 4474252.0162 0))",2318006,Azul,Línea,1
"MULTILINESTRING Z ((443610.5387 4474414.5206 0,443608.7861 4474410.0139 0))",2318012,Azul,Línea,1
"MULTILINESTRING Z ((440888.5689 4475820.1188 0,440884.0661 4475831.9386 0))",2318013,Azul,Línea,2
"MULTILINESTRING Z ((443640.6672 4474461.2574 0,443644.2559 4474462.7596 0,443648.9296 4474463.7611 0,443654.6048 4474464.4288 0))",2318014,Azul,Línea,3
"MULTILINESTRING Z ((443592.8455 4474404.9229 0,443589.1733 4474401.1673 0,443584.8335 4474397.5785 0,443579.4921 4474394.0733 0,443575.4027 4474392.2372 0,443570.3951 4474390.8184 0,443566.3891 4474390.0673 0,443561.2147 4474389.7334 0))",2318016,Azul,Línea,7
"MULTILINESTRING Z ((441469.9685 4476034.6976 0,441529.5455 4476036.3856 0))",2318017,Azul,Línea,12
"MULTILINESTRING Z ((441567.9057 4476021.9745 0,441562.7807 4475997.8495 0))",2318021,Azul,Línea,5
"MULTILINESTRING Z ((441543.5307 4475903.4745 0,441534.2807 4475858.3495 0))",2318025,Azul,Línea,9
"MULTILINESTRING Z ((441493.4057 4475662.7662 0,441494.989 4475668.6829 0))",2318029,Azul,Línea,1
"MULTILINESTRING Z ((441464.2718 4475778.2546 0,441468.9057 4475778.387 0))",2318033,Azul,Línea,1
"MULTILINESTRING Z ((443204.8074 4473940.382 0,443203.73 4473922.5153 0))",2318034,Azul,Línea,3
"MULTILINESTRING Z ((441433.6217 4475777.5926 0,441459.0421 4475777.9236 0))",2318035,Azul,Línea,5
"MULTILINESTRING Z ((443203.1015 4473915.6918 0,443200.4978 4473882.3824 0))",2318036,Azul,Línea,7
"MULTILINESTRING Z ((443197.3554 4473831.7449 0,443200.2284 4473877.4443 0))",2318038,Azul,Línea,9
"MULTILINESTRING Z ((443621.8056 4474461.1739 0,443625.3943 4474465.8476 0))",2318044,Azul,Línea,1
"MULTILINESTRING Z ((443617.3823 4474430.795 0,443619.5522 4474436.1364 0))",2318048,Azul,Línea,1
"MULTILINESTRING Z ((443210.4637 4474018.5828 0,443210.1045 4474012.7469 0))",2318050,Azul,Línea,1
"MULTILINESTRING Z ((443205.4358 4473949.1807 0,443204.9869 4473943.5244 0))",2318052,Azul,Línea,1
"MULTILINESTRING Z ((443180.3865 4473602.2603 0,443178.4112 4473571.7342 0))",2318054,Azul,Línea,5
"MULTILINESTRING Z ((443158.2101 4473293.4077 0,443154.1699 4473238.9994 0))",2318064,Azul,Línea,11
"MULTILINESTRING Z ((443636.077 4474458.5867 0,443631.6537 4474454.998 0,443628.2319 4474450.8251 0,443625.8951 4474447.2364 0))",2318066,Azul,Línea,3
"MULTILINESTRING Z ((443614.2943 4474448.2379 0,443605.865 4474432.0469 0,443601.6086 4474421.9484 0,443597.853 4474413.5191 0,443596.3507 4474410.3477 0))",2318068,Azul,Línea,8
"MULTILINESTRING Z ((441455.489 4475477.2662 0,441441.6557 4475410.0162 0))",2318079,Azul,Línea,14
"MULTILINESTRING Z ((441293.489 4475260.4094 0,441300.239 4475255.9927 0))",2318087,Azul,Línea,2
"MULTILINESTRING Z ((441377.5028 4476447.8932 0,441377.6969 4476466.3398 0))",2318099,Azul,Línea,4
"MULTILINESTRING Z ((442879.1513 4474742.8134 0,442889.7729 4474741.7975 0))",2318106,Azul,Línea,2
"MULTILINESTRING Z ((438597.9263 4476058.7217 0,438633.9651 4476009.1045 0))",2318107,Azul,Línea,13
"MULTILINESTRING Z ((438728.4011 4475879.1402 0,438699.6109 4475918.9565 0))",2318111,Azul,Línea,10
"MULTILINESTRING Z ((438849.4057 4475713.9329 0,438845.989 4475718.6829 0))",2318121,Azul,Línea,1
"MULTILINESTRING Z ((439013.3561 4475823.6471 0,439018.0048 4475826.5396 0))",2318125,Azul,Línea,1
"MULTILINESTRING Z ((442921.1397 4474611.7519 0,442946.7337 4474610.0184 0))",2318126,Azul,Línea,5
"MULTILINESTRING Z ((443007.0616 4474605.6662 0,443017.2487 4474604.9555 0))",2318128,Azul,Línea,2
"MULTILINESTRING Z ((439130.0916 4475788.4198 0,439119.6577 4475806.2917 0))",2318133,Azul,Línea,4
"MULTILINESTRING Z ((442930.5307 4474392.2011 0,442937.0307 4474391.7011 0))",2318140,Azul,Línea,1
"MULTILINESTRING Z ((442960.9057 4474389.9511 0,442948.6557 4474390.8261 0))",2318142,Azul,Línea,2
"MULTILINESTRING Z ((443064.8855 4474382.4589 0,443050.072 4474383.7715 0))",2318144,Azul,Línea,3
"MULTILINESTRING Z ((443126.6557 4474378.3261 0,443142.9057 4474377.0761 0))",2318146,Azul,Línea,3
"MULTILINESTRING Z ((439099.989 4475845.0761 0,439116.5723 4475817.6594 0))",2318149,Azul,Línea,7
"MULTILINESTRING Z ((439206.6756 4475794.6526 0,439192.3506 4475789.0052 0))",2318153,Azul,Línea,3
"MULTILINESTRING Z ((442609.7872 4474196.9731 0,442610.2872 4474202.4731 0))",2318162,Azul,Línea,1
"MULTILINESTRING Z ((442608.0723 4474169.6594 0,442607.1557 4474155.7427 0))",2318164,Azul,Línea,3
"MULTILINESTRING Z ((442619.6622 4474156.8481 0,442619.5372 4474151.8481 0))",2318168,Azul,Línea,1
"MULTILINESTRING Z ((443198.6019 4474228.3492 0,443199.0683 4474234.5285 0))",2318170,Azul,Línea,1
"MULTILINESTRING Z ((438990.9732 4475404.3633 0,439018.0393 4475419.0327 0))",2318177,Azul,Línea,6
"MULTILINESTRING Z ((441224.2155 4474254.2119 0,441238.1253 4474249.8273 0,441245.0803 4474245.8963 0,441253.8496 4474238.1853 0,441258.9902 4474230.4744 0,441264.1308 4474221.1004 0,441266.3987 4474210.3656 0,441267.0035 4474200.5379 0))",2318184,Azul,Batería,35
"MULTILINESTRING Z ((441249.7412 4474170.1077 0,441246.3158 4474167.0513 0,441244.656 4474165.8168 0,441242.9627 4474164.6294 0,441241.2124 4474163.5043 0,441239.4176 4474162.4668 0,441237.6036 4474161.4924 0,441235.7183 4474160.5862 0,441233.8108 4474159.7672 0,441231.889 4474159.0193 0,441229.9107 4474158.3529 0,441227.4922 4474157.6453 0,441215.8264 4474155.4637 0,441204.8775 4474153.6811 0,441210.0911 4474147.4908 0,441196.0803 4474150.0738 0,441192.6903 4474150.0462 0,441161.7668 4474145.9716 0))",2318187,Azul,Batería,26
"MULTILINESTRING Z ((439160.1037 4475288.2469 0,439139.2761 4475316.6297 0))",2318198,Azul,Línea,7
"MULTILINESTRING Z ((442361.8335 4474567.511 0,442360.3557 4474573.6068 0))",2318223,Azul,Línea,1
"MULTILINESTRING Z ((442806.989 4474023.3495 0,442805.1557 4473983.3495 0))",2318229,Azul,Batería,18
"MULTILINESTRING Z ((442804.739 4473974.1829 0,442804.6557 4473959.7662 0))",2318231,Azul,Batería,6
"MULTILINESTRING Z ((442765.4057 4473936.7427 0,442789.5723 4473936.0761 0))",2318233,Azul,Batería,10
"MULTILINESTRING Z ((442684.7522 4473823.1972 0,442678.9376 4473823.5327 0))",2318237,Azul,Línea,1
"MULTILINESTRING Z ((438985.0235 4475066.2435 0,438987.9696 4475051.092 0))",2318238,Naranja,Batería,7
"MULTILINESTRING Z ((442800.0307 4473906.2011 0,442799.5307 4473894.4511 0))",2318239,Azul,Línea,2
"MULTILINESTRING Z ((439001.4278 4474988.2996 0,438993.9281 4475026.8366 0))",2318242,Naranja,Batería,15
"MULTILINESTRING Z ((442628.1716 4473825.8809 0,442669.8802 4473823.6445 0))",2318243,Azul,Línea,8
"MULTILINESTRING Z ((442588.0285 4473829.5709 0,442598.3159 4473829.3473 0,442606.1432 4473827.7818 0,442615.3124 4473826.44 0,442620.7916 4473826.44 0))",2318245,Azul,Línea,6
"MULTILINESTRING Z ((442536.3893 4473988.4553 0,442535.2381 4473993.2532 0))",2318249,Azul,Línea,1
"MULTILINESTRING Z ((442808.7807 4473879.0761 0,442809.2807 4473900.2011 0))",2318259,Azul,Línea,4
"MULTILINESTRING Z ((443178.2108 4473949.8326 0,443175.8626 4473918.8027 0))",2318261,Azul,Línea,6
"MULTILINESTRING Z ((443185.1311 4474043.538 0,443187.3813 4474072.4148 0))",2318265,Azul,Línea,6
"MULTILINESTRING Z ((443163.1152 4473733.1268 0,443159.7606 4473685.324 0))",2318269,Azul,Línea,9
"MULTILINESTRING Z ((442808.4243 4473591.6195 0,442818.4881 4473610.4051 0,442826.4272 4473624.8298 0,442831.4591 4473630.9799 0,442839.1746 4473637.4654 0,442845.1011 4473641.3791 0,442856.3948 4473645.74 0,442864.4458 4473647.1937 0,442880.5478 4473646.97 0,442912.7517 4473644.2864 0))",2318273,Azul,Línea,27
"MULTILINESTRING Z ((442977.2715 4473637.1299 0,443005.2263 4473635.229 0))",2318279,Azul,Batería,13
"MULTILINESTRING Z ((443005.7854 4473636.459 0,443031.0566 4473635.0054 0))",2318281,Azul,Línea,5
"MULTILINESTRING Z ((443077.0143 4473631.0917 0,443121.0711 4473627.6253 0))",2318285,Azul,Línea,8
"MULTILINESTRING Z ((443121.2947 4473626.1716 0,443127.6684 4473625.5007 0))",2318287,Azul,Batería,3
"MULTILINESTRING Z ((443137.1731 4473375.8082 0,443135.9431 4473358.1408 0))",2318293,Azul,Línea,4
"MULTILINESTRING Z ((443139.5213 4473408.6831 0,443137.3967 4473379.051 0))",2318295,Azul,Línea,6
"MULTILINESTRING Z ((443141.1986 4473436.1906 0,443140.4158 4473426.0151 0))",2318297,Azul,Línea,2
"MULTILINESTRING Z ((442874.2445 4473208.2393 0,442878.8706 4473205.1552 0))",2318299,Azul,Línea,1
"MULTILINESTRING Z ((442920.3338 4473178.2556 0,442900.8015 4473191.1914 0))",2318301,Azul,Línea,4
"MULTILINESTRING Z ((442945.6915 4473161.4647 0,442925.3025 4473175.1715 0))",2318303,Azul,Línea,4
"MULTILINESTRING Z ((443126.3266 4473224.964 0,443127.4448 4473240.6187 0))",2318307,Azul,Línea,3
"MULTILINESTRING Z ((442727.8755 4473189.5968 0,442730.101 4473210.7392 0,442730.4719 4473212.5938 0,442731.3374 4473215.3139 0))",2318311,Azul,Línea,5
"MULTILINESTRING Z ((442764.989 4473173.7427 0,442740.239 4473176.9927 0))",2318313,Azul,Línea,4
"MULTILINESTRING Z ((442823.8223 4473166.5761 0,442810.489 4473167.9927 0))",2318315,Azul,Línea,2
"MULTILINESTRING Z ((442550.6809 4473204.2774 0,442528.7643 4473207.0729 0))",2318319,Azul,Línea,4
"MULTILINESTRING Z ((442566.671 4473202.3765 0,442599.5459 4473198.2392 0))",2318321,Azul,Línea,7
"MULTILINESTRING Z ((442704.0226 4473193.5901 0,442705.6503 4473208.3249 0,442706.0787 4473209.5243 0,442707.1067 4473210.638 0,442708.2204 4473211.0663 0))",2318327,Azul,Línea,7
"MULTILINESTRING Z ((442800.7088 4473579.3193 0,442806.5234 4473588.4885 0))",2318333,Azul,Línea,2
"MULTILINESTRING Z ((442724.9057 4473196.3261 0,442725.4057 4473201.8261 0))",2318337,Azul,Línea,1
"MULTILINESTRING Z ((441554.4661 4475597.5914 0,441552.6527 4475588.3431 0))",2318341,Azul,Línea,2
"MULTILINESTRING Z ((441564.5305 4475483.2565 0,441580.2164 4475482.1685 0))",2318347,Azul,Línea,3
"MULTILINESTRING Z ((441507.8223 4475373.5761 0,441505.6557 4475363.2427 0))",2318349,Azul,Línea,2
"MULTILINESTRING Z ((441787.6593 4475445.0659 0,441786.9448 4475439.5282 0))",2318373,Azul,Línea,1
"MULTILINESTRING Z ((441773.8151 4475331.9004 0,441774.4403 4475337.5275 0))",2318377,Azul,Línea,1
"MULTILINESTRING Z ((439765.6018 4474701.0131 0,439813.2208 4474695.576 0))",2318378,Verde,Batería,17
"MULTILINESTRING Z ((439683.0796 4474594.2868 0,439665.0142 4474616.3863 0))",2318388,Verde,Línea,5
"MULTILINESTRING Z ((439717.0213 4474638.6389 0,439726.469 4474626.8495 0))",2318390,Verde,Línea,3
"MULTILINESTRING Z ((441961.2807 4475214.8495 0,441962.7807 4475235.9745 0))",2318401,Azul,Línea,4
"MULTILINESTRING Z ((441960.0307 4475199.9511 0,441960.5307 4475206.4511 0))",2318403,Azul,Línea,1
"MULTILINESTRING Z ((439934.947 4474575.8199 0,439930.5048 4474555.4686 0))",2318406,Verde,Línea,4
"MULTILINESTRING Z ((439925.8561 4474532.7414 0,439928.542 4474545.448 0))",2318408,Verde,Línea,2
"MULTILINESTRING Z ((442087.5307 4475446.4745 0,442067.6557 4475447.8495 0))",2318415,Azul,Línea,4
"MULTILINESTRING Z ((439692.588 4474298.4835 0,439693.9029 4474282.7051 0))",2318422,Verde,Línea,3
"MULTILINESTRING Z ((439701.3538 4474306.1097 0,439719.9372 4474310.4926 0))",2318424,Verde,Línea,3
"MULTILINESTRING Z ((439742.6483 4474257.1934 0,439740.5578 4474264.1921 0))",2318426,Verde,Línea,1
"MULTILINESTRING Z ((439728.703 4474308.5641 0,439733.1735 4474291.3832 0))",2318428,Verde,Línea,4
"MULTILINESTRING Z ((439716.4309 4474361.6847 0,439721.2521 4474338.8061 0))",2318432,Verde,Línea,4
"MULTILINESTRING Z ((439725.4597 4474320.9239 0,439723.0929 4474332.407 0))",2318434,Verde,Línea,2
"MULTILINESTRING Z ((439736.6799 4474315.3138 0,439759.9092 4474320.4856 0))",2318436,Verde,Línea,4
"MULTILINESTRING Z ((441804.8223 4475179.8261 0,441832.3223 4475177.7427 0))",2318449,Azul,Línea,5
"MULTILINESTRING Z ((441952.2807 4475094.2011 0,441953.0307 4475104.2011 0))",2318451,Azul,Línea,2
"MULTILINESTRING Z ((441730.8223 4474967.0761 0,441728.739 4474947.4927 0))",2318455,Azul,Línea,4
"MULTILINESTRING Z ((439531.21 4474219.8544 0,439518.4996 4474237.5613 0))",2318456,Verde,Línea,4
"MULTILINESTRING Z ((439550.3194 4474147.1861 0,439546.9008 4474166.5585 0))",2318458,Verde,Línea,4
"MULTILINESTRING Z ((439616.1557 4474144.4094 0,439622.239 4474144.5761 0))",2318460,Verde,Línea,1
"MULTILINESTRING Z ((441943.4057 4474964.3495 0,441944.1557 4474975.8495 0))",2318461,Azul,Línea,2
"MULTILINESTRING Z ((441945.0723 4474986.1594 0,441944.5723 4474980.9927 0))",2318463,Azul,Línea,1
"MULTILINESTRING Z ((439610.628 4474230.0227 0,439621.4975 4474226.3411 0))",2318464,Verde,Línea,2
"MULTILINESTRING Z ((439834.8398 4473942.7055 0,439822.1522 4473950.1822 0))",2318468,Verde,Línea,3
"MULTILINESTRING Z ((439531.239 4474000.5162 0,439541.739 4473988.9329 0))",2318470,Verde,Batería,6
"MULTILINESTRING Z ((439554.6557 4473981.6829 0,439542.739 4473988.1829 0,439542.3223 4473988.6829 0))",2318472,Verde,Línea,3
"MULTILINESTRING Z ((439493.5723 4473936.4329 0,439498.6557 4473936.3495 0))",2318476,Verde,Línea,1
"MULTILINESTRING Z ((441768.6344 4474667.3265 0,441744.0065 4474660.4781 0))",2318479,Azul,Línea,5
"MULTILINESTRING Z ((441841.6279 4474686.7384 0,441861.5168 4474692.0718 0))",2318483,Azul,Línea,4
"MULTILINESTRING Z ((441890.4348 4474699.9483 0,441899.1015 4474702.2816 0))",2318487,Azul,Línea,2
"MULTILINESTRING Z ((439512.673 4473870.4412 0,439507.3186 4473861.2508 0))",2318488,Verde,Batería,4
"MULTILINESTRING Z ((439456.4914 4473845.3473 0,439487.1795 4473850.1423 0))",2318490,Verde,Línea,6
"MULTILINESTRING Z ((441994.6836 4474742.0526 0,441999.1208 4474744.5881 0))",2318493,Azul,Línea,1
"MULTILINESTRING Z ((439517.1557 4473778.4745 0,439509.6557 4473797.4745 0))",2318498,Verde,Batería,8
"MULTILINESTRING Z ((439667.5723 4473911.8495 0,439653.239 4473917.1273 0))",2318506,Verde,Línea,3
"MULTILINESTRING Z ((442094.9281 4475158.6966 0,442100.633 4475158.425 0))",2318507,Azul,Línea,1
"MULTILINESTRING Z ((439515.3223 4473685.0162 0,439458.489 4473701.0995 0))",2318512,Verde,Línea,12
"MULTILINESTRING Z ((439764.4749 4473800.2276 0,439783.0545 4473808.6183 0))",2318520,Verde,Línea,4
"MULTILINESTRING Z ((439866.489 4473812.9329 0,439872.1557 4473823.4329 0))",2318526,Verde,Línea,2
"MULTILINESTRING Z ((439885.8552 4473850.8364 0,439888.1305 4473855.1924 0))",2318530,Verde,Línea,1
"MULTILINESTRING Z ((439896.989 4473783.5761 0,439924.489 4473757.1594 0))",2318540,Verde,Línea,6
"MULTILINESTRING Z ((439922.1557 4473859.4329 0,439936.8223 4473877.9329 0))",2318542,Verde,Línea,4
"MULTILINESTRING Z ((439531.4057 4473511.0761 0,439505.5307 4473568.9511 0))",2318550,Verde,Línea,14
"MULTILINESTRING Z ((439496.7807 4473589.9511 0,439502.7807 4473575.7011 0))",2318552,Verde,Línea,3
"MULTILINESTRING Z ((439516.7624 4473606.787 0,439507.4956 4473603.3801 0))",2318558,Verde,Línea,2
"MULTILINESTRING Z ((439522.0772 4473608.8312 0,439526.9832 4473610.7391 0))",2318560,Verde,Línea,1
"MULTILINESTRING Z ((439620.0603 4473559.2264 0,439613.6553 4473550.5047 0))",2318568,Verde,Línea,2
"MULTILINESTRING Z ((442561.8065 4475249.2669 0,442561.3933 4475243.9983 0))",2318577,Azul,Línea,1
"MULTILINESTRING Z ((442511.4057 4475146.0761 0,442491.489 4475147.4927 0))",2318587,Azul,Línea,4
"MULTILINESTRING Z ((442400.2051 4475154.108 0,442372.9053 4475155.7625 0))",2318591,Azul,Línea,6
"MULTILINESTRING Z ((442350.8223 4475140.9094 0,442415.8223 4475136.4927 0))",2318593,Azul,Línea,13
"MULTILINESTRING Z ((439709.9057 4473659.9094 0,439715.239 4473626.3261 0))",2318606,Verde,Línea,6
"MULTILINESTRING Z ((442580.57 4474972.2207 0,442626.3689 4474968.9731 0))",2318613,Azul,Línea,9
"MULTILINESTRING Z ((439824.1514 4473562.3837 0,439827.5918 4473559.9448 0))",2318618,Verde,Línea,1
"MULTILINESTRING Z ((439732.9057 4473541.1594 0,439731.9057 4473555.1594 0,439728.8223 4473572.4927 0))",2318620,Verde,Línea,8
"MULTILINESTRING Z ((439580.0621 4473329.9333 0,439577.7308 4473317.9877 0))",2318626,Verde,Línea,3
"MULTILINESTRING Z ((439607.5723 4473373.0761 0,439602.0168 4473344.7427 0))",2318632,Verde,Línea,6
"MULTILINESTRING Z ((439547.989 4473442.3495 0,439576.239 4473432.2662 0))",2318638,Verde,Línea,6
"MULTILINESTRING Z ((439541.0723 4473437.8495 0,439531.9057 4473418.7662 0))",2318640,Verde,Línea,4
"MULTILINESTRING Z ((439529.739 4473413.6829 0,439520.989 4473394.8495 0))",2318642,Verde,Línea,4
"MULTILINESTRING Z ((439490.1486 4473468.6861 0,439536.0013 4473446.1019 0))",2318644,Verde,Línea,11
"MULTILINESTRING Z ((443479.5017 4474901.8275 0,443468.9763 4474902.5534 0))",2318653,Azul,Línea,2
"MULTILINESTRING Z ((439303.5961 4473356.9599 0,439295.6838 4473363.3478 0))",2318654,Verde,Línea,2
"MULTILINESTRING Z ((439310.0929 4473353.8748 0,439332.0877 4473366.0699 0))",2318656,Verde,Línea,5
"MULTILINESTRING Z ((443284.3288 4474917.5248 0,443320.9861 4474914.8027 0))",2318657,Azul,Línea,7
"MULTILINESTRING Z ((439337.9675 4473370.8609 0,439322.8325 4473383.056 0))",2318658,Verde,Línea,4
"MULTILINESTRING Z ((443349.9308 4474912.6251 0,443355.1028 4474912.2621 0))",2318659,Azul,Línea,1
"MULTILINESTRING Z ((443361.0006 4474911.7177 0,443372.7055 4474910.8104 0))",2318661,Azul,Línea,2
"MULTILINESTRING Z ((439390.559 4473455.3193 0,439381.7756 4473450.5284 0))",2318666,Verde,Línea,2
"MULTILINESTRING Z ((439373.0648 4473445.8826 0,439368.3464 4473443.4146 0))",2318668,Verde,Línea,1
"MULTILINESTRING Z ((439361.5956 4473439.9303 0,439352.3766 4473435.1393 0))",2318670,Verde,Línea,2
"MULTILINESTRING Z ((439448.1591 4473427.5899 0,439430.6287 4473418.2258 0))",2318676,Verde,Línea,4
"MULTILINESTRING Z ((439424.4222 4473414.7415 0,439419.6313 4473412.1283 0))",2318678,Verde,Línea,1
"MULTILINESTRING Z ((439371.2863 4473386.1048 0,439414.8403 4473409.4062 0))",2318680,Verde,Línea,11
"MULTILINESTRING Z ((439362.4666 4473381.3138 0,439367.1487 4473383.8182 0))",2318682,Verde,Línea,1
"MULTILINESTRING Z ((439344.0651 4473371.7319 0,439357.5668 4473378.9183 0))",2318684,Verde,Línea,3
"MULTILINESTRING Z ((439411.356 4473403.853 0,439371.0686 4473382.076 0))",2318688,Verde,Línea,9
"MULTILINESTRING Z ((439470.8072 4473392.3112 0,439468.8473 4473397.6466 0))",2318694,Verde,Línea,1
"MULTILINESTRING Z ((439346.6783 4473364.2189 0,439350.9248 4473361.0612 0))",2318698,Verde,Línea,1
"MULTILINESTRING Z ((439443.0416 4473297.6901 0,439452.079 4473291.5926 0))",2318702,Verde,Línea,2
"MULTILINESTRING Z ((443442.3746 4475309.399 0,443455.4997 4475303.9777 0))",2318705,Azul,Línea,3
"MULTILINESTRING Z ((439316.7349 4473351.6971 0,439338.6208 4473363.5656 0))",2318706,Verde,Línea,5
"MULTILINESTRING Z ((439282.355 4473939.225 0,439261.4283 4473939.6402 0))",2318726,Verde,Línea,4
"MULTILINESTRING Z ((441966.9936 4471670.4764 0,442024.7069 4471705.0315 0))",2318727,Azul,Batería,24
"MULTILINESTRING Z ((439305.0257 4473938.8928 0,439289.0815 4473939.225 0))",2318728,Verde,Línea,3
"MULTILINESTRING Z ((439349.1557 4473727.6829 0,439327.5723 4473731.8495 0))",2318740,Verde,Línea,4
"MULTILINESTRING Z ((442724.0307 4473205.3261 0,442710.2807 4473211.5761 0))",2318765,Azul,Línea,3
"MULTILINESTRING Z ((439364.971 4473640.4602 0,439356.1513 4473655.4863 0))",2318768,Verde,Línea,3
"MULTILINESTRING Z ((440659.6747 4472342.2847 0,440708.1246 4472336.5882 0))",2318771,Verde,Línea,10
"MULTILINESTRING Z ((439351.2094 4473641.1705 0,439267.5902 4473597.7278 0))",2318772,Verde,Línea,21
"MULTILINESTRING Z ((440582.9822 4472348.0411 0,440601.091 4472345.4028 0))",2318773,Verde,Batería,7
"MULTILINESTRING Z ((439433.9882 4473492.4061 0,439429.4936 4473503.9285 0))",2318778,Verde,Línea,2
"MULTILINESTRING Z ((439428.8865 4473482.468 0,439264.2524 4473395.5778 0,439262.6191 4473394.2711 0,439261.3125 4473391.7668 0,439261.5302 4473388.8269 0))",2318780,Verde,Línea,43
"MULTILINESTRING Z ((440640.0968 4472279.5636 0,440644.2342 4472316.7106 0))",2318785,Verde,Línea,8
"MULTILINESTRING Z ((440646.213 4472331.3715 0,440644.8638 4472320.4882 0))",2318787,Verde,Línea,2
"MULTILINESTRING Z ((440625.6671 4472272.8827 0,440590.0955 4472276.9794 0))",2318791,Verde,Línea,7
"MULTILINESTRING Z ((439161.5738 4473643.1823 0,439096.4605 4473636.5403 0))",2318792,Verde,Línea,13
"MULTILINESTRING Z ((440648.7486 4472270.1849 0,440679.524 4472266.5877 0))",2318793,Verde,Línea,6
"MULTILINESTRING Z ((439087.532 4473635.5603 0,439092.6496 4473635.9959 0))",2318794,Verde,Línea,1
"MULTILINESTRING Z ((440530.3766 4472279.8771 0,440537.5709 4472279.211 0))",2318797,Verde,Batería,3
"MULTILINESTRING Z ((439092.9389 4473582.5019 0,439095.0287 4473577.9596 0))",2318800,Verde,Línea,1
"MULTILINESTRING Z ((439105.5307 4473555.7011 0,439107.9057 4473550.4511 0))",2318802,Verde,Línea,1
