WKT,ID,Color,Bateria_Li,Res_NumPla
"MULTILINESTRING Z ((443122.989 4477244.9094 0,443112.489 4477245.5761 0))",2598484,Verde,Batería,4
"MULTILINESTRING Z ((443762.0994 4474139.9421 0,443767.0234 4474134.2669 0))",2598501,Azul,Batería,2
"MULTILINESTRING Z ((440564.2575 4477037.3909 0,440576.0353 4477035.8724 0))",2598503,Verde,Línea,2
"MULTILINESTRING Z ((443566.739 4475097.4927 0,443596.3223 4475096.7427 0))",2598531,Verde,Línea,6
"MULTILINESTRING Z ((442724.5723 4477023.5761 0,442716.8223 4477038.9927 0))",2598532,Verde,Línea,3
"MULTILINESTRING Z ((442870.4057 4477155.3261 0,442866.8223 4477151.5761 0))",2598533,Azul,Línea,1
"MULTILINESTRING Z ((442890.489 4477152.7427 0,442901.8223 4477140.7427 0))",2598547,Verde,Batería,8
"MULTILINESTRING Z ((442935.489 4477108.5761 0,442942.6557 4477101.4094 0))",2598550,Verde,Batería,5
"MULTILINESTRING Z ((442953.9057 4477104.3261 0,442945.239 4477112.6594 0))",2598551,Verde,Línea,2
"MULTILINESTRING Z ((442803.239 4477073.0761 0,442796.1557 4477065.9094 0))",2598554,Verde,Batería,4
"MULTILINESTRING Z ((442914.0723 4476925.5761 0,442873.4057 4476963.9927 0))",2598557,Verde,Línea,12
"MULTILINESTRING Z ((443016.5723 4477129.8261 0,443006.989 4477120.0761 0))",2598561,Verde,Línea,3
"MULTILINESTRING Z ((443039.3223 4477051.8261 0,443033.1557 4477046.8261 0,443032.0723 4477046.4927 0))",2598570,Verde,Línea,2
"MULTILINESTRING Z ((443370.3223 4476998.9927 0,443413.9057 4477031.4927 0,443499.3223 4477095.7427 0))",2598597,Azul,Línea,34
"MULTILINESTRING Z ((442733.0723 4476800.6594 0,442742.989 4476808.0761 0))",2598619,Verde,Línea,2
"MULTILINESTRING Z ((439750.7807 4475194.3261 0,439764.6557 4475220.4511 0))",2598621,Verde,Línea,8
"MULTILINESTRING Z ((439886.739 4472287.9094 0,439895.3223 4472300.0761 0))",2598623,Verde,Batería,6
"MULTILINESTRING Z ((443432.8223 4475045.8261 0,443434.0723 4475066.4927 0))",2598626,Verde,Línea,4
"MULTILINESTRING Z ((442839.8131 4473180.3538 0,442852.0353 4473199.0576 0))",2598630,Verde,Línea,5
"MULTILINESTRING Z ((440792.8223 4471619.1594 0,440779.739 4471631.6594 0))",2598637,Verde,Línea,4
"MULTILINESTRING Z ((439657.0723 4474626.5761 0,439661.3223 4474621.4927 0))",2598640,Verde,Línea,1
"MULTILINESTRING Z ((442895.1557 4474346.9094 0,442891.8223 4474296.5761 0))",2598649,Verde,Línea,10
"MULTILINESTRING Z ((442891.0723 4474290.9094 0,442891.489 4474295.9927 0))",2598651,Verde,Línea,1
"MULTILINESTRING Z ((439910.7946 4475298.2427 0,439907.7946 4475284.3538 0))",2598700,Verde,Línea,3
"MULTILINESTRING Z ((440724.489 4476085.0761 0,440764.1557 4476097.9094 0))",2598708,Verde,Línea,9
"MULTILINESTRING Z ((439896.739 4476202.6594 0,439894.989 4476177.6594 0))",2598710,Verde,Línea,5
"MULTILINESTRING Z ((442326.7572 4471969.0482 0,442306.0049 4471993.1511 0,442304.2755 4471995.7451 0,442301.7896 4472002.7706 0))",2598711,Verde,Línea,7
"MULTILINESTRING Z ((442920.739 4473166.3261 0,442924.1557 4473166.5761 0,442926.6557 4473166.4927 0,442929.239 4473165.9927 0,442933.0723 4473163.8261 0,442936.1557 4473161.7427 0))",2598719,Azul,Línea,4
"MULTILINESTRING Z ((441501.4057 4476525.4927 0,441505.0723 4476518.6594 0))",2598738,Verde,Línea,1
"MULTILINESTRING Z ((441507.8223 4476513.4094 0,441512.8223 4476503.5761 0))",2598742,Verde,Línea,1
"MULTILINESTRING Z ((442269.489 4476225.9094 0,442268.739 4476211.5761 0))",2598753,Verde,Batería,6
"MULTILINESTRING Z ((442266.5723 4476210.4927 0,442265.8223 4476200.8261 0))",2598754,Verde,Batería,2
"MULTILINESTRING Z ((441929.3223 4476143.8261 0,441917.0723 4476144.5761 0))",2598811,Verde,Línea,2
"MULTILINESTRING Z ((441903.239 4476145.4927 0,441909.239 4476145.0761 0))",2598812,Verde,Línea,1
"MULTILINESTRING Z ((441947.4057 4476120.9927 0,441948.3223 4476134.4094 0))",2598816,Verde,Línea,2
"MULTILINESTRING Z ((439308.5168 4480955.2057 0,439323.8501 4480959.0576 0))",2598834,Verde,Batería,5
"MULTILINESTRING Z ((441828.4612 4475723.1872 0,441829.9612 4475735.1872 0))",2598839,Verde,Batería,4
"MULTILINESTRING Z ((442156.3223 4475864.5761 0,442176.239 4475863.2427 0))",2598861,Verde,Línea,4
"MULTILINESTRING Z ((441915.4612 4475715.965 0,441914.239 4475704.1316 0))",2598892,Verde,Línea,2
"MULTILINESTRING Z ((442010.9057 4475633.2427 0,442010.1279 4475622.8538 0))",2598893,Azul,Línea,2
"MULTILINESTRING Z ((440293.489 4472385.2427 0,440279.9057 4472410.9094 0))",2598966,Azul,Batería,12
"MULTILINESTRING Z ((441195.739 4481788.5761 0,441194.8501 4481753.3538 0))",2599008,Verde,Línea,7
"MULTILINESTRING Z ((440345.9489 4481689.9094 0,440349.5044 4481691.2921 0))",2599011,Verde,Línea,1
"MULTILINESTRING Z ((440356.0065 4481693.8106 0,440401.2081 4481712.4938 0))",2599014,Verde,Línea,10
"MULTILINESTRING Z ((440681.883 4481582.5843 0,440715.4304 4481598.6255 0))",2599025,Verde,Línea,8
"MULTILINESTRING Z ((441076.5826 4481560.3621 0,441068.6814 4481535.4732 0))",2599031,Verde,Batería,10
"MULTILINESTRING Z ((440427.7513 4481301.5637 0,440420.7143 4481328.1563 0))",2599046,Azul,Línea,5
"MULTILINESTRING Z ((441564.7637 4481364.2962 0,441567.9571 4481375.7859 0))",2599058,Rojo,Línea,2
"MULTILINESTRING Z ((441569.7349 4481381.8271 0,441573.7843 4481394.1563 0,441576.4674 4481401.5802 0,441580.6649 4481416.3168 0,441581.6279 4481420.3168 0,441586.8501 4481443.7983 0,441588.1094 4481449.9464 0,441590.2946 4481461.3909 0,441592.702 4481473.0576 0,441602.776 4481520.2057 0,441605.8131 4481534.539 0,441607.5168 4481543.1687 0,441609.1094 4481550.4279 0,441610.0723 4481556.465 0,441610.4797 4481562.0205 0,441610.5908 4481564.5761 0,441610.5908 4481567.0576 0,441610.5168 4481570.7242 0,441610.3686 4481573.0946 0,441609.776 4481577.0946 0,441608.9612 4481580.4279 0,441607.2946 4481585.0205 0,441605.9983 4481588.0946 0,441603.776 4481592.465 0,441602.2575 4481595.1687 0,441600.3316 4481597.7242 0,441596.1464 4481602.1687 0,441590.4057 4481607.3909 0,441588.4057 4481608.9464 0,441584.702 4481611.502 0,441576.2205 4481616.7983 0,441566.6279 4481622.0576 0,441559.1834 4481626.465 0,441552.8501 4481630.9094 0))",2599059,Rojo,Línea,59
"MULTILINESTRING Z ((440629.0353 4481238.0576 0,440630.3223 4481246.9927 0))",2599062,Verde,Línea,2
"MULTILINESTRING Z ((442440.4057 4474883.1594 0,442476.8223 4474880.6594 0))",2599083,Verde,Línea,7
"MULTILINESTRING Z ((442484.6557 4474879.9927 0,442504.739 4474878.5761 0))",2599084,Verde,Línea,4
"MULTILINESTRING Z ((442404.6557 4474807.4927 0,442407.1557 4474845.4927 0))",2599085,Verde,Línea,8
"MULTILINESTRING Z ((437649.3223 4476108.7427 0,437665.0723 4476057.0761 0))",2599086,Azul,Línea,10
"MULTILINESTRING Z ((437665.3223 4476056.4094 0,437667.6557 4476048.7427 0))",2599087,Azul,Línea,2
"MULTILINESTRING Z ((440918.8625 4481116.3292 0,440912.4427 4481117.7613 0))",2599089,Verde,Línea,1
"MULTILINESTRING Z ((440533.381 4480968.181 0,440587.1094 4480980.5761 0))",2599120,Verde,Línea,11
"MULTILINESTRING Z ((438740.6557 4472914.2427 0,438776.1557 4472914.5761 0))",2599221,Verde,Línea,7
"MULTILINESTRING Z ((442962.4057 4476493.4094 0,442976.239 4476479.7427 0))",2599324,Verde,Línea,5
"MULTILINESTRING Z ((442936.5908 4476519.1193 0,442961.9736 4476493.9094 0))",2599325,Verde,Línea,7
"MULTILINESTRING Z ((442525.6087 4478052.4993 0,442525.455 4478050.6008 0))",2599343,Verde,Batería,1
"MULTILINESTRING Z ((440286.2013 4479382.2331 0,440280.44 4479385.9643 0))",2599346,Verde,Línea,1
"MULTILINESTRING Z ((441196.8076 4478475.6213 0,441195.6443 4478459.7859 0))",2599349,Verde,Batería,7
"MULTILINESTRING Z ((440711.8223 4473491.9927 0,440707.1557 4473486.8261 0))",2599350,Verde,Línea,1
"MULTILINESTRING Z ((439882.3933 4481583.7859 0,439859.776 4481577.7859 0))",2599353,Verde,Línea,5
"MULTILINESTRING Z ((440857.0929 4477918.3374 0,440830.5415 4477920.4938 0))",2599366,Verde,Batería,10
"MULTILINESTRING Z ((442095.5127 4476847.1934 0,442094.7225 4476836.5761 0))",2599378,Azul,Línea,2
"MULTILINESTRING Z ((442992.418 4475869.1138 0,442989.3014 4475824.5377 0))",2599380,Verde,Línea,9
"MULTILINESTRING Z ((442882.8707 4476270.1892 0,442869.4057 4476256.5596 0))",2599381,Azul,Línea,4
"MULTILINESTRING Z ((443359.776 4477607.1934 0,443360.1546 4477608.9218 0))",2599383,Verde,Batería,1
"MULTILINESTRING Z ((443035.8913 4476129.9752 0,443041.5867 4476133.5966 0))",2599433,Verde,Línea,1
"MULTILINESTRING Z ((440557.7978 4475744.9963 0,440553.408 4475759.1608 0))",2599688,Verde,Línea,3
"MULTILINESTRING Z ((440553.3495 4475759.4534 0,440551.9447 4475764.1359 0))",2599690,Verde,Línea,1
"MULTILINESTRING Z ((440528.708 4475839.8163 0,440531.6345 4475829.3393 0))",2599692,Verde,Línea,2
"MULTILINESTRING Z ((441347.5723 4474076.9094 0,441374.739 4474077.4927 0))",2599703,Verde,Línea,5
"MULTILINESTRING Z ((440973.3223 4473023.6594 0,440957.5723 4473068.6594 0))",2599705,Verde,Línea,10
"MULTILINESTRING Z ((441929.9057 4474942.5761 0,441859.4057 4474947.8261 0))",2599707,Verde,Línea,15
"MULTILINESTRING Z ((443537.4057 4475189.5761 0,443516.989 4475190.9927 0))",2599712,Verde,Línea,4
"MULTILINESTRING Z ((440514.239 4472863.9927 0,440501.0723 4472889.0761 0))",2599714,Verde,Línea,6
"MULTILINESTRING Z ((442513.3563 4478619.6872 0,442514.1711 4478628.8477 0))",2599859,Verde,Línea,2
"MULTILINESTRING Z ((441954.9612 4476142.181 0,442003.7513 4476138.6255 0))",2599862,Verde,Línea,11
"MULTILINESTRING Z ((442965.7843 4476551.0287 0,442999.7431 4476517.1522 0))",2599883,Verde,Línea,10
"MULTILINESTRING Z ((440740.2876 4477506.8939 0,440740.9159 4477516.6301 0))",2599998,Verde,Línea,2
"MULTILINESTRING Z ((440455.2081 4477167.86 0,440469.7513 4477122.6255 0))",2600009,Verde,Línea,10
"MULTILINESTRING Z ((440473.8666 4477109.8106 0,440471.0847 4477118.4526 0))",2600011,Verde,Línea,2
"MULTILINESTRING Z ((440996.9612 4477150.6501 0,441036.6402 4477147.7859 0))",2600017,Verde,Línea,8
"MULTILINESTRING Z ((440536.2369 4476915.6543 0,440537.5044 4476911.7366 0))",2600020,Verde,Línea,1
"MULTILINESTRING Z ((441134.739 4476996.6872 0,441158.4057 4476995.0205 0,441227.239 4476990.6872 0))",2600023,Azul,Línea,19
"MULTILINESTRING Z ((441131.7212 4476975.2866 0,441164.8186 4476973.0699 0,441176.2973 4476971.6652 0,441197.0271 4476968.1755 0,441229.6416 4476964.0164 0))",2600025,Verde,Línea,21
"MULTILINESTRING Z ((440961.1341 4476779.9835 0,440966.0723 4476849.7859 0))",2600033,Verde,Línea,14
"MULTILINESTRING Z ((442487.8223 4476724.3261 0,442481.5723 4476732.7427 0))",2600099,Verde,Línea,2
"MULTILINESTRING Z ((442758.4057 4476801.5761 0,442752.989 4476808.4927 0))",2600100,Verde,Línea,2
"MULTILINESTRING Z ((441314.2807 4473051.4511 0,441320.7807 4473043.7011 0))",2600105,Azul,Línea,2
"MULTILINESTRING Z ((442630.7443 4480742.5273 0,442627.5835 4480732.2547 0))",2600143,Verde,Línea,2
"MULTILINESTRING Z ((440051.1557 4472806.7427 0,440048.739 4472811.8261 0))",2600395,Azul,Línea,1
"MULTILINESTRING Z ((438800.7528 4473254.9521 0,438882.571 4473226.543 0))",2600424,Verde,Línea,18
"MULTILINESTRING Z ((440272.6557 4476380.9927 0,440272.489 4476370.4094 0))",2600603,Azul,Línea,2
"MULTILINESTRING Z ((440272.4057 4476369.9094 0,440272.3223 4476364.7427 0))",2600604,Azul,Línea,1
"MULTILINESTRING Z ((443012.1557 4474368.2427 0,443023.4057 4474367.4094 0))",2600606,Verde,Línea,2
"MULTILINESTRING Z ((439762.2418 4475047.696 0,439768.8393 4475051.466 0))",2600611,Verde,Línea,1
"MULTILINESTRING Z ((439777.6361 4475056.2833 0,439782.3486 4475059.0061 0))",2600612,Verde,Línea,1
"MULTILINESTRING Z ((439784.3383 4475059.9486 0,439788.8414 4475062.5666 0))",2600613,Verde,Línea,1
"MULTILINESTRING Z ((439790.8312 4475063.7186 0,439795.439 4475066.4414 0))",2600614,Verde,Línea,1
"MULTILINESTRING Z ((439797.4287 4475067.2792 0,439801.7223 4475069.7925 0))",2600615,Verde,Línea,1
"MULTILINESTRING Z ((439803.9215 4475070.9445 0,439808.5293 4475073.5626 0))",2600616,Verde,Línea,1
"MULTILINESTRING Z ((439810.5191 4475074.5051 0,439814.708 4475077.1231 0))",2600617,Verde,Línea,1
"MULTILINESTRING Z ((439816.9072 4475078.1704 0,439821.2008 4475080.579 0))",2600618,Verde,Línea,1
"MULTILINESTRING Z ((439823.2953 4475081.8357 0,439828.0078 4475084.4538 0))",2600619,Verde,Línea,1
"MULTILINESTRING Z ((439829.9976 4475085.3963 0,439834.3959 4475087.9096 0))",2600620,Verde,Línea,1
"MULTILINESTRING Z ((439878.9032 4475092.9363 0,439892.0983 4475093.4599 0))",2600621,Verde,Línea,2
"MULTILINESTRING Z ((439883.5723 4475097.8261 0,439891.239 4475098.1594 0))",2600623,Verde,Línea,1
"MULTILINESTRING Z ((439841.2946 4475172.8538 0,439841.7946 4475165.5205 0))",2600624,Verde,Línea,1
"MULTILINESTRING Z ((439825.3897 4475370.0334 0,439826.3323 4475358.7233 0))",2600626,Verde,Línea,2
"MULTILINESTRING Z ((439826.5417 4475356.3147 0,439826.9606 4475351.288 0))",2600627,Verde,Línea,1
"MULTILINESTRING Z ((439829.2645 4475324.4789 0,439828.6362 4475330.3434 0))",2600628,Verde,Línea,1
"MULTILINESTRING Z ((439828.5314 4475333.4851 0,439827.4842 4475343.9574 0))",2600629,Verde,Línea,2
"MULTILINESTRING Z ((439812.5088 4475528.8982 0,439812.823 4475523.1384 0))",2600630,Verde,Línea,1
"MULTILINESTRING Z ((439810.4144 4475557.8018 0,439811.0427 4475551.4136 0))",2600631,Verde,Línea,1
"MULTILINESTRING Z ((439634.7939 4475257.7703 0,439656.1574 4475296.099 0))",2600632,Verde,Línea,8
"MULTILINESTRING Z ((439681.1862 4475332.3331 0,439711.1369 4475392.0252 0))",2600633,Verde,Línea,13
"MULTILINESTRING Z ((439761.739 4475490.6594 0,439756.1557 4475480.2427 0))",2600635,Verde,Línea,2
"MULTILINESTRING Z ((439755.8223 4475479.5761 0,439749.6557 4475467.5761 0))",2600636,Verde,Línea,3
"MULTILINESTRING Z ((439797.6381 4475560.734 0,439790.4123 4475547.0153 0))",2600637,Verde,Línea,3
"MULTILINESTRING Z ((439818.8969 4475602.0996 0,439825.285 4475614.8758 0))",2600638,Verde,Batería,5
"MULTILINESTRING Z ((439848.9057 4475662.6594 0,439850.239 4475665.9094 0))",2600640,Verde,Batería,1
"MULTILINESTRING Z ((439851.6752 4475655.1941 0,439854.7122 4475661.1634 0))",2600641,Verde,Línea,1
"MULTILINESTRING Z ((439847.1557 4475647.4927 0,439842.4057 4475638.4927 0))",2600645,Verde,Línea,2
"MULTILINESTRING Z ((444949.8254 4475780.2057 0,444947.8501 4475792.3292 0))",2600749,Verde,Línea,2
"MULTILINESTRING Z ((444982.0723 4475759.4279 0,444989.4797 4475760.6131 0))",2600751,Verde,Línea,1
"MULTILINESTRING Z ((440453.0723 4479665.9094 0,440447.989 4479666.4094 0))",2601255,Verde,Línea,1
"MULTILINESTRING Z ((440296.5893 4474905.1318 0,440292.3263 4474909.0321 0))",2601416,Verde,Línea,1
"MULTILINESTRING Z ((439888.9057 4475905.2427 0,439931.4057 4475901.9094 0))",2601783,Verde,Línea,9
"MULTILINESTRING Z ((442688.239 4480698.8261 0,442682.8223 4480698.9927 0))",2601949,Verde,Batería,2
"MULTILINESTRING Z ((443425.4057 4478357.5761 0,443426.239 4478362.5761 0))",2601953,Azul,Línea,1
"MULTILINESTRING Z ((441294.4057 4476150.2011 0,441296.5307 4476096.4511 0))",2601996,Verde,Línea,11
"MULTILINESTRING Z ((441087.2126 4480540.0169 0,441087.6028 4480523.8367 0))",2602090,Verde,Línea,3
"MULTILINESTRING Z ((441126.8308 4480540.7973 0,441126.9088 4480520.1948 0,441127.0649 4480519.3884 0))",2602094,Verde,Línea,4
"MULTILINESTRING Z ((441472.8223 4473310.5761 0,441479.1557 4473318.6594 0))",2602219,Verde,Línea,2
"MULTILINESTRING Z ((443358.0723 4473940.6594 0,443359.0723 4473958.9927 0))",2602224,Verde,Línea,4
"MULTILINESTRING Z ((438829.989 4473901.9094 0,438831.989 4473917.7427 0))",2602488,Verde,Batería,5
"MULTILINESTRING Z ((442096.7987 4475359.2342 0,442095.8769 4475344.0602 0))",2602497,Verde,Línea,3
"MULTILINESTRING Z ((440562.1557 4476674.1594 0,440568.739 4476673.6594 0))",2602664,Verde,Línea,1
"MULTILINESTRING Z ((442691.489 4478506.9094 0,442713.5723 4478505.1594 0))",2602681,Verde,Línea,4
"MULTILINESTRING Z ((442681.6557 4478509.9094 0,442692.489 4478509.2427 0))",2602682,Verde,Línea,2
"MULTILINESTRING Z ((443506.239 4478132.5761 0,443499.739 4478081.0761 0))",2602684,Verde,Línea,10
"MULTILINESTRING Z ((442942.489 4477423.9927 0,442943.6557 4477419.2427 0))",2602686,Verde,Batería,2
"MULTILINESTRING Z ((441239.6889 4471828.2044 0,441271.152 4471824.9899 0))",2603494,Verde,Línea,6
"MULTILINESTRING Z ((441207.0082 4471830.8344 0,441238.5687 4471828.2044 0))",2603495,Verde,Línea,6
"MULTILINESTRING Z ((441272.5157 4471824.8925 0,441289.6597 4471823.2365 0))",2603496,Verde,Línea,4
"MULTILINESTRING Z ((441207.544 4471837.8478 0,441239.0071 4471834.8282 0))",2603497,Verde,Línea,6
"MULTILINESTRING Z ((441240.2734 4471834.5359 0,441271.8339 4471831.6137 0))",2603498,Verde,Línea,6
"MULTILINESTRING Z ((440309.1557 4478396.9927 0,440314.8223 4478395.9094 0))",2603565,Verde,Línea,1
"MULTILINESTRING Z ((442172.7446 4476714.1797 0,442177.7968 4476713.2019 0))",2603566,Verde,Línea,1
"MULTILINESTRING Z ((440553.1557 4480726.6594 0,440561.489 4480731.0761 0))",2603569,Verde,Batería,4
"MULTILINESTRING Z ((440002.4799 4475890.4116 0,440008.4788 4475889.9269 0))",2603707,Verde,Línea,1
"MULTILINESTRING Z ((440024.0517 4475888.4726 0,440018.78 4475888.8967 0))",2603708,Verde,Línea,1
"MULTILINESTRING Z ((440877.3223 4475848.9094 0,440874.8223 4475856.0761 0))",2603916,Azul,Línea,1
"MULTILINESTRING Z ((443191.6941 4474131.6685 0,443191.1315 4474124.9181 0))",2603946,Azul,Línea,1
"MULTILINESTRING Z ((440588.4057 4479204.7427 0,440587.1557 4479202.5761 0))",2604011,Azul,Batería,1
"MULTILINESTRING Z ((440631.4797 4477896.181 0,440639.1588 4477895.3415 0))",2604012,Azul,Línea,2
"MULTILINESTRING Z ((441795.1495 4474867.8119 0,441784.8136 4474868.6279 0))",2604119,Verde,Línea,2
"MULTILINESTRING Z ((439991.5723 4473646.0718 0,439992.2946 4473627.4051 0))",2604277,Verde,Batería,7
"MULTILINESTRING Z ((440671.989 4479100.3261 0,440666.4057 4479092.0761 0))",2604416,Verde,Línea,2
"MULTILINESTRING Z ((440164.6557 4475032.2662 0,440154.6557 4475037.0995 0))",2604486,Verde,Línea,2
"MULTILINESTRING Z ((439876.739 4475097.8261 0,439882.5723 4475097.8261 0))",2604502,Verde,Línea,1
"MULTILINESTRING Z ((441013.7715 4472738.3082 0,441044.7056 4472735.3853 0))",2604667,Verde,Línea,6
"MULTILINESTRING Z ((441221.489 4472709.2427 0,441232.6557 4472708.4927 0))",2604669,Verde,Línea,3
"MULTILINESTRING Z ((442208.5723 4472710.2427 0,442229.989 4472696.8261 0))",2604707,Verde,Línea,5
"MULTILINESTRING Z ((438490.9057 4475060.8261 0,438526.4057 4475017.8261 0))",2604934,Verde,Línea,12
"MULTILINESTRING Z ((438213.0723 4475362.5761 0,438223.9057 4475351.3261 0))",2604993,Verde,Línea,3
"MULTILINESTRING Z ((442130.7017 4475597.847 0,442182.1552 4475594.0255 0))",2604998,Verde,Batería,17
"MULTILINESTRING Z ((443140.4057 4479924.9094 0,443149.989 4479924.7427 0))",2605074,Azul,Batería,3
"MULTILINESTRING Z ((440803.1637 4475787.4737 0,440806.0567 4475774.6161 0))",2605204,Verde,Batería,5
"MULTILINESTRING Z ((440814.8712 4475732.5313 0,440812.874 4475739.625 0))",2605207,Verde,Línea,1
"MULTILINESTRING Z ((440615.8354 4476210.0141 0,440638.666 4476137.8033 0))",2605208,Verde,Batería,29
"MULTILINESTRING Z ((438219.8208 4475345.6194 0,438296.3256 4475263.8643 0,438321.6397 4475238.7377 0,438347.3288 4475214.1737 0,438370.5802 4475193.1724 0))",2605320,Verde,Línea,44
"MULTILINESTRING Z ((442942.489 4478133.6594 0,442982.0723 4478145.4927 0))",2605335,Verde,Línea,8
"MULTILINESTRING Z ((442934.489 4476822.4927 0,442939.489 4476814.9927 0,442939.739 4476813.5761 0))",2605339,Verde,Batería,4
"MULTILINESTRING Z ((442591.6059 4477903.0672 0,442597.4331 4477967.6488 0))",2605354,Verde,Batería,26
"MULTILINESTRING Z ((439104.3223 4475213.0761 0,439165.9057 4475194.8261 0))",2605376,Verde,Batería,24
"MULTILINESTRING Z ((442619.5307 4474346.3261 0,442616.1557 4474297.8261 0))",2605464,Verde,Línea,10
"MULTILINESTRING Z ((442522.7006 4478020.3346 0,442523.3371 4478026.4581 0))",2605479,Verde,Batería,3
"MULTILINESTRING Z ((442523.5238 4478028.2638 0,442523.714 4478030.0635 0))",2605480,Verde,Batería,1
"MULTILINESTRING Z ((440631.7209 4476582.8767 0,440623.5595 4476608.2051 0))",2605481,Azul,Línea,5
"MULTILINESTRING Z ((443520.9057 4478132.9094 0,443531.4057 4478088.2427 0))",2605574,Verde,Línea,10
"MULTILINESTRING Z ((443536.1557 4478076.4927 0,443533.8223 4478085.9094 0))",2605575,Verde,Línea,2
"MULTILINESTRING Z ((441142.0168 4472876.6316 0,441140.1834 4472860.4094 0))",2605576,Verde,Línea,4
"MULTILINESTRING Z ((440987.5723 4471036.9927 0,440994.739 4471096.7427 0))",2605610,Azul,Batería,18
"MULTILINESTRING Z ((440996.1557 4471106.7427 0,440994.9057 4471096.9927 0))",2605611,Verde,Batería,4
"MULTILINESTRING Z ((440988.3309 4471829.5991 0,440995.4994 4471815.7932 0))",2605613,Verde,Línea,3
"MULTILINESTRING Z ((440748.7985 4472286.8199 0,440742.6128 4472298.392 0))",2605614,Verde,Línea,3
"MULTILINESTRING Z ((441718.2807 4474861.5995 0,441716.1557 4474840.2245 0))",2605665,Verde,Línea,4
"MULTILINESTRING Z ((440647.0307 4475697.5761 0,440652.6557 4475670.9511 0))",2605691,Verde,Línea,5
"MULTILINESTRING Z ((443124.9057 4477499.2427 0,443134.3223 4477485.7427 0,443148.8223 4477466.4927 0))",2605749,Verde,Batería,15
"MULTILINESTRING Z ((443155.3223 4477455.3261 0,443164.9057 4477438.1594 0))",2605750,Verde,Batería,6
"MULTILINESTRING Z ((442610.9122 4474216.2231 0,442610.5372 4474210.2231 0))",2605758,Verde,Línea,1
"MULTILINESTRING Z ((442623.7872 4474216.8481 0,442624.4122 4474228.9731 0))",2605760,Verde,Línea,2
"MULTILINESTRING Z ((442208.5723 4480219.7427 0,442214.0723 4480218.1594 0,442214.8223 4480217.4927 0,442215.5723 4480216.1594 0,442217.239 4480209.9094 0))",2605822,Verde,Línea,3
"MULTILINESTRING Z ((442218.489 4480204.7427 0,442229.239 4480161.9094 0))",2605825,Verde,Línea,9
"MULTILINESTRING Z ((442341.9612 4474714.4279 0,442348.1834 4474691.2798 0))",2605964,Verde,Línea,5
"MULTILINESTRING Z ((442912.8223 4475117.4927 0,442926.489 4475116.5761 0))",2605966,Verde,Línea,3
"MULTILINESTRING Z ((443067.239 4475659.4927 0,443053.6557 4475660.4927 0))",2605968,Verde,Línea,3
"MULTILINESTRING Z ((443079.239 4475658.8261 0,443102.8223 4475657.0761 0))",2605970,Verde,Línea,4
"MULTILINESTRING Z ((442032.989 4476283.1594 0,442033.989 4476298.4094 0))",2605974,Verde,Línea,3
"MULTILINESTRING Z ((442039.9612 4476347.8538 0,442041.6834 4476372.5205 0))",2605976,Verde,Línea,6
"MULTILINESTRING Z ((442041.9612 4476376.3538 0,442041.739 4476372.9835 0))",2605977,Verde,Línea,1
"MULTILINESTRING Z ((442350.4057 4474683.9835 0,442356.4057 4474662.7242 0))",2605980,Verde,Línea,5
"MULTILINESTRING Z ((441939.739 4474918.2427 0,441940.5723 4474931.6594 0))",2605981,Verde,Línea,3
"MULTILINESTRING Z ((441939.739 4474917.0761 0,441936.239 4474870.4094 0))",2605982,Verde,Línea,10
"MULTILINESTRING Z ((442366.9057 4474779.4927 0,442381.239 4474778.2427 0))",2606076,Verde,Línea,3
"MULTILINESTRING Z ((442392.6557 4474777.5761 0,442382.239 4474778.2427 0))",2606077,Verde,Línea,2
"MULTILINESTRING Z ((439534.1982 4476063.3935 0,439560.4538 4476062.132 0))",2606117,Verde,Línea,5
"MULTILINESTRING Z ((439511.0176 4476064.6551 0,439528.7579 4476063.8666 0))",2606118,Verde,Línea,3
